,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
3633,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
3634,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
3635,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
3636,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
3637,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3638,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
3639,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
3640,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
3641,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
3642,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
3643,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
3644,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
3645,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3648,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3649,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
3652,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
3653,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3654,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3655,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
3657,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3658,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3659,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
3660,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
3661,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3662,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
3664,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
3665,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
3666,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
3667,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
3668,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
3669,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
3670,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
3671,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
3672,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
3673,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
3674,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
3675,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
3676,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
3677,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
3678,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3679,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
3680,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
3681,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
3682,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
3683,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
3684,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
3685,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
3686,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3687,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3688,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3689,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3690,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3691,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
3693,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
3694,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3695,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3696,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3697,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
3698,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3700,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
3701,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
3702,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3703,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
3705,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
3706,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
3707,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
3708,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
3709,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
3710,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
3711,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
3712,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
3713,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
3714,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
3715,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
3716,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
3717,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
3718,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
3719,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
3721,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
3722,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
3723,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
3724,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
3725,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
3726,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
3727,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3730,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3731,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3733,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
3734,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
3735,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3737,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
3739,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3741,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
3742,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
3743,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3744,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3745,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
3746,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
3747,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
3748,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
3749,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
3750,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
3751,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
3752,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
3753,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
3754,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
3755,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
3756,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
3757,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
3758,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
3759,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
3760,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3761,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
3762,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
3763,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
3764,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
3765,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
3766,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
3767,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
3768,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3770,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3771,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3772,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3773,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3774,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
3775,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
3776,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3777,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3778,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3779,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
3780,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3781,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3782,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
3783,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
3784,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3785,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3786,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
3787,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
3788,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
3789,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
3790,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
3791,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
3792,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
3793,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
3794,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
3795,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
3796,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
3797,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
3798,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
3799,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
3800,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
3801,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3802,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
3803,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
3804,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
3805,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
3806,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
3807,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
3808,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
3809,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3810,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3812,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3813,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3814,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
3816,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
3817,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3819,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
3821,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3823,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
3824,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
3825,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3826,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3827,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
3828,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
3829,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
3830,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
3831,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
3832,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
3833,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
3834,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
3835,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
3836,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
3837,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
3838,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
3839,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
3840,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
3841,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
3842,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
3844,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
3845,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
3846,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
3847,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
3848,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
3849,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
3850,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3853,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3854,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3856,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
3857,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
3858,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3860,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
3862,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3864,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
3865,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
3866,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3867,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
3869,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
3870,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
3871,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
3872,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
3873,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
3874,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
3875,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
3876,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
3877,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
3878,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
3879,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
3880,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
3881,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
3882,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
3883,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
3885,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
3886,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
3887,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
3888,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
3889,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
3890,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
3891,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3892,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3894,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3895,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3896,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
3898,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
3899,Drug Reaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,Peptic ulcer diseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3901,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
3903,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,Bronchial Asthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
3905,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
3906,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
3907,Cervical spondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
3908,Paralysis (brain hemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
3910,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
3911,Chicken pox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
3912,Dengue,3,3,3,5,4,7,3,5,4,4,3,6,2,3,0,0,0
3913,Typhoid,3,5,4,7,3,5,4,4,6,5,4,0,0,0,0,0,0
3914,hepatitis A,3,5,3,4,5,4,4,6,5,4,2,0,0,0,0,0,0
3915,Hepatitis B,1,4,2,3,4,4,4,4,4,6,5,2,0,0,0,0,0
3916,Hepatitis C,4,3,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0
3917,Hepatitis D,3,5,4,3,4,5,4,4,4,0,0,0,0,0,0,0,0
3918,Hepatitis E,3,5,4,7,3,4,5,4,4,4,6,7,6,0,0,0,0
3919,Alcoholic hepatitis,5,3,4,7,4,5,6,0,0,0,0,0,0,0,0,0,0
3920,Tuberculosis,3,5,4,3,4,7,4,3,4,5,4,6,6,5,7,5,0
3921,Common Cold,4,3,4,4,7,3,6,6,5,4,5,4,5,5,7,3,2
3922,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
3923,Dimorphic hemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
3924,Heart attack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,Varicose veins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
3926,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
3927,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
3928,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
3929,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
3930,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
3931,(vertigo) Paroymsal  Positional Vertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
3932,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3933,Urinary tract infection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
3935,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
3936,Fungal infection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3938,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
3939,Chronic cholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
